4474927,CS5001,WebDevelopment,C-
4474927,CS2015,EmbeddedSystems,A
4474927,CS6098,SoftwareTesting,C+
4474927,CS3912,Cryptocurrencies,D+
4474927,CS4001,DiscreteMath,D
4474927,EN5656,Statistics,A
2274517,CS7730,GameDevelopment,D
4704891,CS2222,ComputerGraphics,B
4704891,CS4003,DatabaseSystems,C-
1454435,CS8871,MobileAppDevelopment,B
3928883,CS2021,Algorithms,A-
5245771,EN2291,LinearAlgebra,C-
5245771,EN2291,LinearAlgebra,B+
3518146,CS8732,ReinforcementLearning,D+
2194416,BI2288,Economics,B-
2194416,EN4444,ICTFundamentals,B+
0055632,CS7777,SoftwareEngineering,B+
3535151,EN3245,Matlab,F
8631726,CS8871,MobileAppDevelopment,C+
8631726,EN3456,Analysis,D
8631726,CS2323,DigitalLogic,C
8631726,CS5600,HCI,A+
8631726,CS7730,GameDevelopment,B+
8631726,CS9001,DataScience,F
8631726,CS5600,HCI,F
2129058,CS8891,Robotics,C
7191274,CS2323,DigitalLogic,C-
9823916,EN4444,ICTFundamentals,D
9823916,CS3666,IntroToCS,D+
8579167,EN2099,IntroChemistry,C
1777253,CS8891,Robotics,F
8861228,CS8883,ComputerArchitecture,D+
8861228,CS8732,ReinforcementLearning,D
8861228,CS8765,ComputingInTheArts,A
3382790,CS2018,OOP Fundamentals,C+
3382790,BI1199,MarketDesign,A+
9120292,IN1121,E-Systems,B-
9120292,CS5001,WebDevelopment,A
9120292,CS2024,GameDesign,D-
7210838,CS3991,JavaAdvanced,D
5066520,CS9921,ArtificialIntelligence,A+
8885075,EN2234,AppliedLogic,D-
8885075,CS8833,UnityAdvanced,C
8885075,CS3666,IntroToCS,C-
0342724,CS8871,MobileAppDevelopment,A+
0342724,CS3098,Networks,B-
9365823,CS6098,SoftwareTesting,D
9365823,CS3080,OperatingSystems,B+
5428913,CS6799,UnityBasics,C+
5428913,CS9922,MachineLearning,B+
4224419,CS9921,ArtificialIntelligence,A-
0865700,CS5001,WebDevelopment,B+
0509028,CS9090,ComputerSecurity,A
0509028,CS2990,CProgramming,C-
1854523,CS9001,DataScience,B+
4882953,CS2023,UXPrinciples,A
1082659,CS6098,SoftwareTesting,D-
7575471,EN5002,Ciruits,D
5891412,IN1121,E-Systems,A-
6961039,CS9921,ArtificialIntelligence,D
6961039,CS1234,RProgramming,A-
6961039,EN2099,IntroChemistry,C-
1203702,CS9921,ArtificialIntelligence,A
1575051,CS9922,MachineLearning,D
0174882,EN3456,Analysis,A-
3110173,CS9091,NLP,C-
7193359,EN3245,Matlab,D
0773471,CS2023,UIDesign,B+
0773471,CS7730,GameDevelopment,D-
3202658,EN2000,ComplexSystems,B
8642692,CS4003,DatabaseSystems,B
8642692,CS8883,ComputerArchitecture,C+
0178547,CS8891,Robotics,B-
0178547,CS2018,OOP Fundamentals,B-
0178547,EN3245,Matlab,A
1023775,CS7070,QuantumInformationProcessing,A
1023775,EN4444,ICTFundamentals,C-
1023775,CS3990,JavaFundamentals,F
1023775,EN5002,Ciruits,D+
5221439,CS8871,MobileAppDevelopment,A
3220302,CS9090,ComputerSecurity,B+
3220302,CS9821,ComputationalGenomics,D-
3220302,CS4002,DataStructures,F
3220302,CS3666,IntroToCS,A+
3220302,CS4002,DataStructures,C+
2366788,CS2789,Compilers,B+
2366788,EN5656,Statistics,D-
0159562,CS3080,OperatingSystems,A
0159562,CS3912,Cryptocurrencies,D+
0159562,CS2222,ComputerGraphics,D-
0159562,CS1234,RProgramming,B-
0159562,CS8833,UnityAdvanced,B+
7605427,CS1467,ComputerVision,A
7605427,CS4040,CryptographyIntermediate,A-
1800404,CS1001,Python,C+
0887146,CS2021,Algorithms,D-
0887146,EN2099,IntroChemistry,C+
0887146,CS3030,CryptographyFundamentals,B-
0887146,CS4040,CryptographyIntermediate,D-
0887146,EN2099,IntroChemistry,D
